First_Day,First_Day_Date,New York_Optimal_Second_Day,New York_Optimal_Second_Date,New York_Optimal_Value,New York_Day183_Second_Day,New York_Day183_Second_Date,New York_Day183_Value,New York 2024_Optimal_Second_Day,New York 2024_Optimal_Second_Date,New York 2024_Optimal_Value,New York 2024_Day183_Second_Day,New York 2024_Day183_Second_Date,New York 2024_Day183_Value,"Stockholm, Sweden_Optimal_Second_Day","Stockholm, Sweden_Optimal_Second_Date","Stockholm, Sweden_Optimal_Value","Stockholm, Sweden_Day183_Second_Day","Stockholm, Sweden_Day183_Second_Date","Stockholm, Sweden_Day183_Value","Guangzhou, China_Optimal_Second_Day","Guangzhou, China_Optimal_Second_Date","Guangzhou, China_Optimal_Value","Guangzhou, China_Day183_Second_Day","Guangzhou, China_Day183_Second_Date","Guangzhou, China_Day183_Value","Edinburgh, UK_Optimal_Second_Day","Edinburgh, UK_Optimal_Second_Date","Edinburgh, UK_Optimal_Value","Edinburgh, UK_Day183_Second_Day","Edinburgh, UK_Day183_Second_Date","Edinburgh, UK_Day183_Value","Beersheba, Israel_Optimal_Second_Day","Beersheba, Israel_Optimal_Second_Date","Beersheba, Israel_Optimal_Value","Beersheba, Israel_Day183_Second_Day","Beersheba, Israel_Day183_Second_Date","Beersheba, Israel_Day183_Value",Nepal_Optimal_Second_Day,Nepal_Optimal_Second_Date,Nepal_Optimal_Value,Nepal_Day183_Second_Day,Nepal_Day183_Second_Date,Nepal_Day183_Value,"Amsterdam, Netherlands_Optimal_Second_Day","Amsterdam, Netherlands_Optimal_Second_Date","Amsterdam, Netherlands_Optimal_Value","Amsterdam, Netherlands_Day183_Second_Day","Amsterdam, Netherlands_Day183_Second_Date","Amsterdam, Netherlands_Day183_Value","Trondelag, Norway_Optimal_Second_Day","Trondelag, Norway_Optimal_Second_Date","Trondelag, Norway_Optimal_Value","Trondelag, Norway_Day183_Second_Day","Trondelag, Norway_Day183_Second_Date","Trondelag, Norway_Day183_Value",South Korea_Optimal_Second_Day,South Korea_Optimal_Second_Date,South Korea_Optimal_Value,South Korea_Day183_Second_Day,South Korea_Day183_Second_Date,South Korea_Day183_Value,"Gothenburg, Sweden_Optimal_Second_Day","Gothenburg, Sweden_Optimal_Second_Date","Gothenburg, Sweden_Optimal_Value","Gothenburg, Sweden_Day183_Second_Day","Gothenburg, Sweden_Day183_Second_Date","Gothenburg, Sweden_Day183_Value","Yamagata, Japan_Optimal_Second_Day","Yamagata, Japan_Optimal_Second_Date","Yamagata, Japan_Optimal_Value","Yamagata, Japan_Day183_Second_Day","Yamagata, Japan_Day183_Second_Date","Yamagata, Japan_Day183_Value"
167,06/15,304.0,10/30,0.997989587810493,350,12/15,0.9971363879361517,314.0,11/09,0.9972683139095031,350,12/15,0.997099170473346,331.0,11/26,0.9979819880887673,350,12/15,0.9976313867472137,325.0,11/20,0.9978686877965139,350,12/15,0.9973474146702395,330.0,11/25,0.9976963643478273,350,12/15,0.9974833060108905,49.0,02/18,0.9969403416469313,350,12/15,0.99691640723911,348.0,12/13,0.9977713749469628,350,12/15,0.9977703001074509,343.0,12/08,0.9975377703713383,350,12/15,0.9975171498908946,325.0,11/20,0.9978686877965139,350,12/15,0.9973474146702395,307.0,11/02,0.9981190343516142,350,12/15,0.996619407764957,332.0,11/27,0.998105049800253,350,12/15,0.9978163213632819,354.0,12/19,0.9982161776384352,350,12/15,0.9982044939835483
168,06/16,305.0,10/31,0.9979869252934711,351,12/16,0.9971356768989801,315.0,11/10,0.9972403638835126,351,12/16,0.9970972348132984,331.0,11/26,0.9979746442593211,351,12/16,0.9976092313050959,325.0,11/20,0.997868202236721,351,12/16,0.9973309850342973,331.0,11/26,0.9976981261141756,351,12/16,0.9974775639841927,49.0,02/18,0.9969830340840654,351,12/16,0.996933284641315,349.0,12/14,0.9977763418936678,351,12/16,0.9977749580462772,344.0,12/09,0.9975360915061989,351,12/16,0.997514610170512,325.0,11/20,0.997868202236721,351,12/16,0.9973309850342973,307.0,11/02,0.9981121127789508,351,12/16,0.9965815988556387,332.0,11/27,0.9980909508290051,351,12/16,0.9977918754993397,355.0,12/20,0.9982296473968724,351,12/16,0.9982193854769446
169,06/17,306.0,11/01,0.9979843225139408,352,12/17,0.9971350166346576,317.0,11/12,0.9972130463319953,352,12/17,0.9970953865372297,331.0,11/26,0.9979669992693105,352,12/17,0.9975873593087754,326.0,11/21,0.9978689471295803,352,12/17,0.9973147777932965,331.0,11/26,0.9976996107266819,352,12/17,0.9974718629046013,49.0,02/18,0.9970250880955119,352,12/17,0.9969499830127893,350.0,12/15,0.9977811884250792,352,12/17,0.9977794988934462,345.0,12/10,0.9975344372209255,352,12/17,0.9975121033071132,326.0,11/21,0.9978689471295803,352,12/17,0.9973147777932965,308.0,11/03,0.998105305479401,352,12/17,0.996544388238417,332.0,11/27,0.9980763952229207,352,12/17,0.9977677235352642,355.0,12/20,0.9982416332192826,352,12/17,0.9982339639005503
170,06/18,306.0,11/01,0.9979818336467133,353,12/18,0.9971344068756365,318.0,11/13,0.997186167750748,353,12/18,0.9970936252789312,332.0,11/27,0.9979592470427119,353,12/18,0.9975657686072602,326.0,11/21,0.9978689991186056,353,12/18,0.9972987911165446,332.0,11/27,0.9977013523814711,353,12/18,0.997466201964024,49.0,02/18,0.9970665046771695,353,12/18,0.9969665016549992,351.0,12/16,0.9977859152739257,353,12/18,0.997783923441863,346.0,12/11,0.9975328071616325,353,12/18,0.9975096289936196,326.0,11/21,0.9978689991186056,353,12/18,0.9972987911165446,309.0,11/04,0.9980985892360498,353,12/18,0.9965077705114223,332.0,11/27,0.998061381628769,353,12/18,0.9977438632827869,355.0,12/20,0.9982533291705293,353,12/18,0.9982482327804093
171,06/19,307.0,11/02,0.9979798597669385,354,12/19,0.9971338473046563,319.0,11/14,0.9971596981380966,354,12/19,0.9970919505469032,332.0,11/27,0.9979514164258625,354,12/19,0.9975444571215735,327.0,11/22,0.9978690130500664,354,12/19,0.9972830231919784,333.0,11/28,0.9977027864203857,354,12/19,0.9974605804528699,49.0,02/18,0.9971072851684387,354,12/19,0.9969828399851345,351.0,12/16,0.9977905916486556,354,12/19,0.9977882325494916,346.0,12/11,0.9975312880859839,354,12/19,0.9975071869426171,327.0,11/22,0.9978690130500664,354,12/19,0.9972830231919784,309.0,11/04,0.9980921592212614,354,12/19,0.9964717402674608,333.0,11/28,0.9980459996501461,354,12/19,0.9977202926451835,355.0,12/20,0.9982647364300348,354,12/19,0.9982621956892709
172,06/20,308.0,11/03,0.9979779343786865,355,12/20,0.9971333374959186,342.0,12/07,0.9971451689317248,355,12/20,0.9970903617378863,332.0,11/27,0.99794328157907,355,12/20,0.9975234227203248,327.0,11/22,0.9978689901093165,355,12/20,0.9972674721393879,333.0,11/28,0.9977044852065354,355,12/20,0.9974549976366172,49.0,02/18,0.9971474308712621,355,12/20,0.9969989975451308,352.0,12/17,0.9977952318846562,355,12/20,0.997792427106367,347.0,12/12,0.9975298284981594,355,12/20,0.9975047768570553,327.0,11/22,0.9978689901093165,355,12/20,0.9972674721393879,310.0,11/05,0.9980859202334604,355,12/20,0.9964362920094209,333.0,11/28,0.9980305183824275,355,12/20,0.9976970095145649,355.0,12/20,0.9982758561216496,355,12/20,0.9982758561216496
173,06/21,309.0,11/04,0.997976056034505,356,12/21,0.9971320385615241,343.0,12/08,0.9971412053734019,356,12/21,0.9970893656140519,332.0,11/27,0.9979348415348144,356,12/21,0.9975027203386875,327.0,11/22,0.9978686252639651,356,12/21,0.9972527281359386,334.0,11/29,0.9977058811375542,356,12/21,0.9974500264290723,50.0,02/19,0.997186946910412,356,12/21,0.9970159169318119,353.0,12/18,0.9977997532913213,356,12/21,0.9977949143980125,348.0,12/13,0.9975283909803886,356,12/21,0.9975023835423718,327.0,11/22,0.9978686252639651,356,12/21,0.9972527281359386,311.0,11/06,0.9980797717070744,356,12/21,0.9964043620552038,333.0,11/28,0.9980145763041348,356,12/21,0.9976733031307358,356.0,12/21,0.9982869426877071,356,12/21,0.9982869426877071
174,06/22,310.0,11/05,0.9979742232667913,357,12/22,0.997129954915441,344.0,12/09,0.9971373499337423,357,12/22,0.9970889604365168,332.0,11/27,0.9979260952980233,357,12/22,0.99748234818982,328.0,11/23,0.9978681621943731,357,12/22,0.9972387884984844,334.0,11/29,0.9977075016779585,357,12/22,0.9974456674072586,50.0,02/19,0.997225914701756,357,12/22,0.9970335923038192,354.0,12/19,0.9978041568289234,357,12/22,0.9977957047168827,349.0,12/14,0.9975269752318241,357,12/22,0.9975000068576638,328.0,11/23,0.9978681621943731,357,12/22,0.9972387884984844,311.0,11/06,0.9980737959331993,357,12/22,0.9963759277976579,333.0,11/28,0.9979981717986023,357,12/22,0.9976491778358139,356.0,12/21,0.9982978219080575,357,12/22,0.9982954686884906
175,06/23,310.0,11/05,0.9979726833516074,358,12/23,0.9971270909284918,346.0,12/11,0.997133636578108,358,12/23,0.9970891444672231,333.0,11/28,0.9979162465731227,358,12/23,0.9974623044093239,328.0,11/23,0.9978677103872324,358,12/23,0.9972256503874819,335.0,11/30,0.9977089806110324,358,12/23,0.9974419209415083,50.0,02/19,0.9972642538588045,358,12/23,0.9970520181422836,355.0,12/20,0.9978084434911687,358,12/23,0.9977948080627272,350.0,12/15,0.9975255809439374,358,12/23,0.9974976466372191,328.0,11/23,0.9978677103872324,358,12/23,0.9972256503874819,312.0,11/07,0.9980681100218197,358,12/23,0.996350966651588,333.0,11/28,0.9979813032596081,358,12/23,0.9976246377496693,356.0,12/21,0.9983084152187213,358,12/23,0.9983014472282986
176,06/24,311.0,11/06,0.9979711875408092,359,12/24,0.9971234508386989,347.0,12/12,0.9971301901704807,359,12/24,0.9970899158882509,333.0,11/28,0.99790769113284,359,12/24,0.9974425870749726,328.0,11/23,0.9978669137359039,359,12/24,0.9972133108371894,335.0,11/30,0.9977105578851699,359,12/24,0.9974387872003474,50.0,02/19,0.9973019663538609,359,12/24,0.9970711893210662,355.0,12/20,0.9978127059623145,359,12/24,0.9977922341849886,351.0,12/16,0.9975242078281893,359,12/24,0.9974953027114994,328.0,11/23,0.9978669137359039,359,12/24,0.9972133108371894,313.0,11/08,0.9980625134188565,359,12/24,0.9963294560850593,334.0,11/29,0.9979633272259746,359,12/24,0.9975996867540301,356.0,12/21,0.9983187236810566,359,12/24,0.9983048911934586
177,06/25,312.0,11/07,0.9979697308198968,360,12/25,0.9971190388447211,348.0,12/13,0.9971268480599756,360,12/25,0.9970912728381304,333.0,11/28,0.9978982214258133,360,12/25,0.9974231942460056,329.0,11/24,0.9978659546378656,360,12/25,0.9972017668200545,336.0,12/01,0.9977123260680136,360,12/25,0.997436266256505,50.0,02/19,0.9973390542002518,360,12/25,0.9970911011534832,355.0,12/20,0.997816430000106,360,12/25,0.9977879926289679,352.0,12/17,0.9975228555958184,360,12/25,0.9974929749238123,329.0,11/24,0.9978659546378656,360,12/25,0.9972017668200545,314.0,11/09,0.9980570075732508,360,12/25,0.9963113736648576,334.0,11/29,0.9979461741212876,360,12/25,0.9975743285107894,356.0,12/21,0.9983287483062204,360,12/25,0.9983058133709402
178,06/26,312.0,11/07,0.9979683800832794,361,12/26,0.9971138589708762,349.0,12/14,0.997123609339199,361,12/26,0.9970932133805053,334.0,11/29,0.9978886972945459,361,12/26,0.9974041239210003,329.0,11/24,0.9978650590788849,361,12/26,0.9971910151187348,337.0,12/02,0.9977140720966134,361,12/26,0.9974343579282233,50.0,02/19,0.9973755195840333,361,12/26,0.9971117491159229,355.0,12/20,0.9978196154194205,361,12/26,0.9977820927106761,352.0,12/17,0.9975216193969226,361,12/26,0.9974906630906171,329.0,11/24,0.9978650590788849,361,12/26,0.9971910151187348,315.0,11/10,0.9980515936729695,361,12/26,0.9962966969312766,335.0,11/30,0.9979282016297025,361,12/26,0.997548566572508,356.0,12/21,0.9983384900703963,361,12/26,0.9983042263007925
179,06/27,313.0,11/08,0.9979672424791499,362,12/27,0.9971079152352285,351.0,12/16,0.997120657105157,362,12/27,0.9970957355804959,334.0,11/29,0.997879019805403,362,12/27,0.9973853741160641,330.0,11/25,0.9978633444728101,362,12/27,0.9971810525496173,337.0,12/02,0.9977158902851648,362,12/27,0.997433062030546,50.0,02/19,0.9974113646646863,362,12/27,0.997133129057428,356.0,12/21,0.9978222761974923,362,12/27,0.997774543522867,353.0,12/18,0.9975204239307804,362,12/27,0.997488367039728,330.0,11/25,0.9978633444728101,362,12/27,0.9971810525496173,315.0,11/10,0.9980465828119484,362,12/27,0.9962854036637464,336.0,12/01,0.9979104797655485,362,12/27,0.9975224042622997,356.0,12/21,0.9983479499623238,362,12/27,0.9983001424192082
180,06/28,314.0,11/09,0.9979661378457668,363,12/28,0.9971012115673276,352.0,12/17,0.9971178081314807,363,12/28,0.9970988374304695,334.0,11/29,0.9978690277506239,363,12/28,0.9973669427755293,330.0,11/25,0.9978625295511285,363,12/28,0.9971718757307941,338.0,12/03,0.9977179039294456,363,12/28,0.9974323781382397,50.0,02/19,0.9974465917212976,363,12/28,0.9971552370648583,356.0,12/21,0.9978249494104097,363,12/28,0.9977653540303604,354.0,12/19,0.9975192473460102,363,12/28,0.9974860865964651,330.0,11/25,0.9978625295511285,363,12/28,0.9971718757307941,316.0,11/11,0.9980418696913725,363,12/28,0.996277471448819,336.0,12/01,0.9978930880508302,363,12/28,0.9974958448062391,356.0,12/21,0.9983571289204974,363,12/28,0.998293574048871
181,06/29,315.0,11/10,0.9979650650977789,364,12/29,0.9970937515171319,353.0,12/18,0.9971150579163447,364,12/29,0.9971025170214208,334.0,11/29,0.997858719973718,364,12/29,0.9973488278288478,331.0,11/26,0.9978612922372352,364,12/29,0.9971634816089971,339.0,12/04,0.9977198868673716,364,12/29,0.9974323059629224,50.0,02/19,0.997481203126812,364,12/29,0.9971780696874148,356.0,12/21,0.9978270830463422,364,12/29,0.9977545328201566,355.0,12/20,0.9975180893828335,364,12/29,0.9974838215739876,331.0,11/26,0.9978612922372352,364,12/29,0.9971634816089971,317.0,11/12,0.9980372409221143,364,12/29,0.9962728825944605,337.0,12/02,0.9978759555851112,364,12/29,0.9974688908996997,356.0,12/21,0.9983660278958334,364,12/29,0.998284533190126
182,06/30,315.0,11/10,0.997964143953378,365,12/30,0.9970855732237572,356.0,12/21,0.9971062998412984,365,12/30,0.9971013199451193,335.0,11/30,0.997860120739861,365,12/30,0.9973385557575284,331.0,11/26,0.9978629030584677,365,12/30,0.9971576025671962,340.0,12/05,0.9977331697877847,365,12/30,0.997440762024947,50.0,02/19,0.9975183834901866,365,12/30,0.9972097317197275,356.0,12/21,0.9978406841958989,365,12/30,0.9977526381488018,356.0,12/21,0.9975211353564869,365,12/30,0.9974852512091855,331.0,11/26,0.9978629030584677,365,12/30,0.9971576025671962,318.0,11/13,0.998037959730718,365,12/30,0.9962740280557444,338.0,12/03,0.9978743640360269,365,12/30,0.997451912200943,357.0,12/22,0.9983669929898894,365,12/30,0.9982660459591239
183,07/01,316.0,11/11,0.9979633684930996,1,01/01,0.9970734676217449,3.0,01/03,0.9971043404675656,1,01/01,0.9971027922400001,335.0,11/30,0.997861729599932,1,01/01,0.9973286898505594,331.0,11/26,0.9978641837885605,1,01/01,0.9971547115017968,340.0,12/05,0.9977467203011008,1,01/01,0.9974518915786336,50.0,02/19,0.9975550199286735,1,01/01,0.9972456030175293,356.0,12/21,0.9978538918297961,1,01/01,0.9977428641309211,357.0,12/22,0.997524099409547,1,01/01,0.99748656467666,331.0,11/26,0.9978641837885605,1,01/01,0.9971547115017968,318.0,11/13,0.9980389248379328,1,01/01,0.996289498819024,339.0,12/04,0.9978727209157612,1,01/01,0.9974316808370759,357.0,12/22,0.998367668550553,1,01/01,0.9982365569702255
184,07/02,317.0,11/12,0.9979626192785915,2,01/02,0.9970616618046537,5.0,01/05,0.9971065202185625,2,01/02,0.9971042966350224,336.0,12/01,0.9978635841892053,2,01/02,0.9973189524099612,332.0,11/27,0.9978652668781787,2,01/02,0.9971518396309775,341.0,12/06,0.997760556249955,2,01/02,0.997462812375421,50.0,02/19,0.9975902952927589,2,01/02,0.9972809292768036,357.0,12/22,0.9978667615225845,2,01/02,0.9977333200377801,357.0,12/22,0.9975271836084443,2,01/02,0.9974878577494349,332.0,11/27,0.9978652668781787,2,01/02,0.9971518396309775,319.0,11/14,0.9980399793650145,2,01/02,0.9963046661919973,339.0,12/04,0.9978714171171741,2,01/02,0.9974117945785055,357.0,12/22,0.9983679488314147,2,01/02,0.9982075966536422
185,07/03,318.0,11/13,0.997961895405855,3,01/03,0.9970500674196705,6.0,01/06,0.997108767036626,3,01/03,0.9971058509121268,336.0,12/01,0.9978654803890799,3,01/03,0.9973093482875256,332.0,11/27,0.9978664557849812,3,01/03,0.9971490374154496,341.0,12/06,0.997774375660895,3,01/03,0.9974735642568339,51.0,02/20,0.9976266792933433,3,01/03,0.9973157391525505,357.0,12/22,0.997879629758584,3,01/03,0.9977238698946925,358.0,12/23,0.9975302204326658,3,01/03,0.9974891296994385,332.0,11/27,0.9978664557849812,3,01/03,0.9971490374154496,320.0,11/15,0.998041054690931,3,01/03,0.9963197548954053,340.0,12/05,0.9978701433673745,3,01/03,0.9973921774870551,357.0,12/22,0.9983678338355791,3,01/03,0.9981789464195309
186,07/04,318.0,11/13,0.9979613499152928,4,01/04,0.9970386845625061,8.0,01/08,0.9971111756664831,4,01/04,0.9971074544806675,337.0,12/02,0.9978677825496178,4,01/04,0.9972998765909368,332.0,11/27,0.9978673240839966,4,01/04,0.9971463040071824,342.0,12/07,0.9977882909159196,4,01/04,0.9974841492301607,51.0,02/20,0.9976617124730731,4,01/04,0.9973500384494792,357.0,12/22,0.9978921339244259,4,01/04,0.9977145167829573,359.0,12/24,0.9975332012391732,4,01/04,0.9974903810200303,332.0,11/27,0.9978673240839966,4,01/04,0.9971463040071824,320.0,11/15,0.9980423915115126,4,01/04,0.9963347616571532,340.0,12/05,0.9978689050096073,4,01/04,0.997372830575484,357.0,12/22,0.9983673236265319,4,01/04,0.9981506096818717
187,07/05,319.0,11/14,0.9979609029603469,5,01/05,0.997027511529338,9.0,01/09,0.9971137266462778,5,01/05,0.9971091068834529,338.0,12/03,0.9978700756393623,5,01/05,0.99729053648006,332.0,11/27,0.9978678718289028,5,01/05,0.9971436393498125,342.0,12/07,0.9978021565896018,5,01/05,0.9974945696930712,51.0,02/20,0.9976962236921689,5,01/05,0.997383833007098,357.0,12/22,0.9979042748352223,5,01/05,0.9977052612950202,360.0,12/25,0.9975361266957226,5,01/05,0.9974916121746921,332.0,11/27,0.9978678718289028,5,01/05,0.9971436393498125,321.0,11/16,0.9980438072388327,5,01/05,0.9963496866751649,341.0,12/06,0.9978679892184308,5,01/05,0.997353753100983,357.0,12/22,0.9983664182077645,5,01/05,0.9981225855214246
188,07/06,320.0,11/15,0.9979604764424895,6,01/06,0.9970165466311154,10.0,01/10,0.9971163161024774,6,01/06,0.9971108076309644,339.0,12/04,0.9978723595675397,6,01/06,0.9972813270621075,333.0,11/28,0.997868573616321,6,01/06,0.997141043299909,343.0,12/08,0.9978161377132926,6,01/06,0.9975048279939739,51.0,02/20,0.9977302197772279,6,01/06,0.9974171286764449,357.0,12/22,0.9979160533350866,6,01/06,0.9976961040084047,360.0,12/25,0.9975390659625175,6,01/06,0.9974928236066113,333.0,11/28,0.997868573616321,6,01/06,0.997141043299909,322.0,11/17,0.9980452413370228,6,01/06,0.9963645299909278,342.0,12/07,0.9978670766228037,6,01/06,0.997334944183647,358.0,12/23,0.9983651789562656,6,01/06,0.9980948730935163
189,07/07,321.0,11/16,0.9979600697041745,7,01/07,0.9970057881141077,12.0,01/12,0.9971191769364104,7,01/07,0.9971125561722005,339.0,12/04,0.9978755194445692,7,01/07,0.9972722474823413,333.0,11/28,0.9978690144686755,7,01/07,0.9971385156549386,343.0,12/08,0.9978300381420647,7,01/07,0.9975149263811568,51.0,02/20,0.9977637068314508,7,01/07,0.9974499311183713,357.0,12/22,0.9979274703302138,7,01/07,0.9976870453945758,361.0,12/26,0.9975420596471924,7,01/07,0.9974940157447582,333.0,11/28,0.9978690144686755,7,01/07,0.9971385156549386,322.0,11/17,0.9980469168531828,7,01/07,0.9963792916347617,342.0,12/07,0.9978662362758529,7,01/07,0.9973164029398313,358.0,12/23,0.9983639162497299,7,01/07,0.9980674714091121
190,07/08,321.0,11/16,0.9979598485883899,8,01/08,0.996995234180801,13.0,01/13,0.9971222616064047,8,01/08,0.9971143519496183,340.0,12/05,0.9978786709102744,8,01/08,0.9972632968359846,334.0,11/29,0.9978688745594536,8,01/08,0.9971360561680136,344.0,12/09,0.9978440724021832,8,01/08,0.9975248670336673,51.0,02/20,0.99779669114299,8,01/08,0.9974822460209468,358.0,12/23,0.9979385850652459,8,01/08,0.9976780857874789,362.0,12/27,0.9975449979836155,8,01/08,0.9974951889939366,334.0,11/29,0.9978688745594536,8,01/08,0.9971360561680136,323.0,11/18,0.9980486763457227,8,01/08,0.9963939716378456,343.0,12/08,0.9978656668304531,8,01/08,0.9972981282863116,358.0,12/23,0.9983622578947147,8,01/08,0.9980403793891675
191,07/09,322.0,11/17,0.9979596998624845,9,01/09,0.9969848830024206,14.0,01/14,0.9971253782667895,9,01/09,0.9971161943592387,340.0,12/05,0.9978818793811083,9,01/09,0.997254474163572,334.0,11/29,0.9978692906669925,9,01/09,0.9971336644747991,344.0,12/09,0.9978579965970922,9,01/09,0.9975346519990249,51.0,02/20,0.9978291788214928,9,01/09,0.9975140790673719,358.0,12/23,0.9979496597923674,9,01/09,0.9976692254148126,363.0,12/28,0.9975478815613311,9,01/09,0.997496343749065,334.0,11/29,0.9978692906669925,9,01/09,0.9971336644747991,324.0,11/19,0.9980504514015274,9,01/09,0.9964085698981083,344.0,12/09,0.9978650970824394,9,01/09,0.9972801190032649,358.0,12/23,0.9983602037526216,9,01/09,0.9980135958913544
192,07/10,323.0,11/18,0.9979595664116379,10,01/10,0.996974732753326,16.0,01/16,0.9971285541193777,10,01/10,0.9971180828031656,341.0,12/06,0.997885432847222,10,01/10,0.9972457785098812,335.0,11/30,0.9978696925152017,10,01/10,0.9971313401841811,345.0,12/10,0.9978720717780963,10,01/10,0.9975442832829666,51.0,02/20,0.9978611755045921,10,01/10,0.9975454358631087,358.0,12/23,0.997960373975558,10,01/10,0.997660464420606,364.0,12/29,0.9975507109570584,10,01/10,0.9974974803851253,335.0,11/30,0.9978696925152017,10,01/10,0.9971313401841811,324.0,11/19,0.9980524336365384,10,01/10,0.9964230863261463,344.0,12/09,0.997864625624615,10,01/10,0.9972623737980858,358.0,12/23,0.9983577537721683,10,01/10,0.9979871196720608
193,07/11,324.0,11/19,0.997959447709104,11,01/11,0.9969647815455207,17.0,01/17,0.9971319322102938,11,01/11,0.9971200166081579,342.0,12/07,0.9978889621417185,11,01/11,0.9972372089497163,336.0,12/01,0.9978701278875033,11,01/11,0.9971290828772198,345.0,12/10,0.9978860092559612,11,01/11,0.9975537628170682,51.0,02/20,0.997892686997604,11,01/11,0.9975763219629002,358.0,12/23,0.9979707285715995,11,01/11,0.9976518028340893,364.0,12/29,0.9975536053485983,11,01/11,0.99749859927491,336.0,12/01,0.9978701278875033,11,01/11,0.9971290828772198,325.0,11/20,0.9980545190911498,11,01/11,0.9964375208221514,345.0,12/10,0.9978643844347478,11,01/11,0.9972448912942794,358.0,12/23,0.9983549076819234,11,01/11,0.9979609494347299
194,07/12,324.0,11/19,0.9979595016624009,12,01/12,0.9969550274658825,18.0,01/18,0.9971353382150456,12,01/12,0.9971219951488056,342.0,12/07,0.9978928044408263,12,01/12,0.9972287644171343,336.0,12/01,0.9978706358959389,12,01/12,0.9971268919983619,346.0,12/11,0.9979001139371527,12,01/12,0.9975630924229532,51.0,02/20,0.9979237189952241,12,01/12,0.9976067429780604,358.0,12/23,0.9979807246526151,12,01/12,0.9976432405946544,365.0,12/30,0.9975564980756685,12,01/12,0.997499700755938,336.0,12/01,0.9978706358959389,12,01/12,0.9971268919983619,326.0,11/21,0.9980566170938794,12,01/12,0.996451873189427,346.0,12/11,0.997864139390597,12,01/12,0.9972276699341184,358.0,12/23,0.9983516653593572,12,01/12,0.9979350837487005
195,07/13,325.0,11/20,0.9979596230132803,13,01/13,0.9969454685815261,37.0,02/06,0.9971423687572525,13,01/13,0.997124017711605,343.0,12/08,0.9978967162199898,13,01/13,0.9972204439719534,337.0,12/02,0.9978714185965852,13,01/13,0.997124767034424,346.0,12/11,0.9979140545533057,13,01/13,0.9975722739048404,51.0,02/20,0.9979542766939727,13,01/13,0.9976367044078864,358.0,12/23,0.9979903632058035,13,01/13,0.997634777580008,1.0,01/01,0.9975593149091244,13,01/13,0.9975007851880744,337.0,12/02,0.9978714185965852,13,01/13,0.997124767034424,326.0,11/21,0.9980588747742051,13,01/13,0.9964661433056042,346.0,12/11,0.9978640078984087,13,01/13,0.9972107082033227,359.0,12/24,0.9983482170126323,13,01/13,0.9979095211608437
196,07/14,326.0,11/21,0.9979597549578422,14,01/14,0.9969361029665162,38.0,02/07,0.997157719832944,14,01/14,0.997126083629912,343.0,12/08,0.9979007569528499,14,01/14,0.9972122465531807,338.0,12/03,0.9978722185357982,14,01/14,0.9971227073862169,347.0,12/12,0.9979281778405988,14,01/14,0.9975813090021826,51.0,02/20,0.9979843655140597,14,01/14,0.9976662116930456,359.0,12/24,0.9979997005206432,14,01/14,0.9976264136165949,2.0,01/02,0.9975620954276407,14,01/14,0.9975018528803938,338.0,12/03,0.9978722185357982,14,01/14,0.9971227073862169,327.0,11/22,0.9980612682863298,14,01/14,0.9964803309279794,347.0,12/12,0.9978640771126058,14,01/14,0.9971940044108965,359.0,12/24,0.998344613485056,14,01/14,0.9978842601602537
197,07/15,327.0,11/22,0.9979598970310815,15,01/15,0.9969269285875298,39.0,02/08,0.9971729384296468,15,01/15,0.997128192142772,344.0,12/09,0.9979050368662465,15,01/15,0.997204171130009,339.0,12/04,0.9978730347787496,15,01/15,0.9971207124215384,348.0,12/13,0.9979420830095587,15,01/15,0.9975901993901158,51.0,02/20,0.9980139903993874,15,01/15,0.9976952702669454,359.0,12/24,0.9980089960801631,15,01/15,0.9976181484231817,3.0,01/03,0.9975648397239616,15,01/15,0.9975029041553003,339.0,12/04,0.9978730347787496,15,01/15,0.9971207124215384,328.0,11/23,0.9980636711813718,15,01/15,0.9964944358469133,348.0,12/13,0.9978641390940295,15,01/15,0.9971775568150694,359.0,12/24,0.9983406127960731,15,01/15,0.9978592991416592
198,07/16,335.0,11/30,0.9979625796670075,16,01/16,0.9969179435347084,40.0,02/09,0.9971880251764679,16,01/16,0.9971303425543809,345.0,12/10,0.9979092829652859,16,01/16,0.9971962166861594,339.0,12/04,0.9978741571924666,16,01/16,0.9971187815285067,348.0,12/13,0.9979561326401909,16,01/16,0.9975989467523186,51.0,02/20,0.998043156504274,16,01/16,0.9977238854018301,359.0,12/24,0.9980179355639714,16,01/16,0.997609981725718,3.0,01/03,0.9975676678402632,16,01/16,0.9975039393167202,339.0,12/04,0.9978741571924666,16,01/16,0.9971187815285067,328.0,11/23,0.9980661739638118,16,01/16,0.9965084578551661,349.0,12/14,0.9978641939246026,16,01/16,0.9971613636740249,359.0,12/24,0.9983362146273281,16,01/16,0.9978346365233586
